shelter_id,municipality,shelter_name,address,manual_latitude,manual_longitude,coordinate_source,source_file,source_sha256
web:b4c2fb8fe9f5ef20e826,八代市,鮎帰社会教育センター,八代市坂本町鮎帰は867,32.43217334,130.6958229,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:6f7d29af2670d591080d,八代市,麦島小学校,八代市迎町1丁目16-1-1,32.49867148,130.6012836,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:22c45e37f06400baa80a,八代市,龍峯コミュニティセンター,八代市興善寺町1952,32.52927569,130.6638496,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:bcd5356f1806b2905a5f,南阿蘇村,(旧)立野小学校校舎,南阿蘇村大字立野1549-2,32.52928626,130.6638315,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:fa3d8215cbba53b6d971,天草市,サテライト施設おにき,熊本県天草市魚貫町5536-1,32.23965414,130.0109609,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:98683def4025910ef8df,天草市,上津浦地区コミュニティセンター,天草市有明町上津浦 3706-4,32.48938139,130.3041927,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:0e9a03b19531909b12ea,天草市,下津浦地区コミュニティセンター,天草市有明町下津浦 2505-2,32.47804555,130.2991629,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:cff6fd113ee3a7def422,天草市,久玉地区コミュニティセンター,天草市久玉町 1412-12,32.21781928,130.0331705,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:21920af5effebd9d82e4,天草市,二江地区コミュニティセンター,天草市五和町二江 3066,32.54371394,130.1305583,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:5371354cde3c4202f341,天草市,二浦地区コミュニティセンター,天草市二浦町亀浦 1035-11,32.2747717,130.029589,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:e987cf7183870315496f,天草市,佐伊津地区コミュニティセンター,天草市佐伊津町 2258,32.49205827,130.1903754,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:309aebc14999a8b685a0,天草市,勇志国際高等学校,天草市御所浦町牧島 1065-3,32.34996186,130.3249625,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:f4edaa09a8a82addb372,天草市,大多尾地区コミュニティセンター,天草市新和町大多尾 2852-1,32.34988777,130.3248472,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
