shelter_id,municipality,shelter_name,address,manual_latitude,manual_longitude,coordinate_source,source_file,source_sha256
web:51fab8e86e066c808c1a,天草市,碇石地区コミュニティセンター,天草市新和町碇石 959,32.36208313,130.1507471,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:e5183aee4b4e8011db6b,天草市,福連木地区コミュニティセンター,天草市天草町福連木 3645-2,32.42060427,130.071913,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:20f30f4d976c295dd5d1,天草市,複合施設ここらす,天草市浄南町4-15,32.44986593,130.1958734,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:bb3ddc9c05220a13d6f6,天草市,赤崎地区コミュニティセンター,天草市有明町赤崎 1801-1,32.51738062,130.3204142,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:002fb4abee3c5a856833,天草市,須子地区コミュニティセンター(大会議室),天草市有明町須子 2082-3,32.51409456,130.3420303,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:473ecc0bc49b3f627e2a,宇土市,椿原公民館,熊本県宇土市椿原町581,32.68274001,130.6416035,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:83719ce40b8ec4c04df0,宇土市,網田コミュニティーセンター,熊本県宇土市下網田町1819番地,32.66763051,130.5530464,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:d86e52a30a796c564a94,宇城市,三角防災拠点センター,熊本県宇城市三角町波多619?1,32.61303913,130.4792208,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:c49d287f125a11c54dcd,宇城市,不知火防災拠点センター,熊本県宇城市高良2273ー1,32.64595343,130.6685315,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:5c8aee7f9d598d2ba1cb,宇城市,小川防災拠点センター,熊本県宇城市小川町江頭100番地,32.59286338,130.7033051,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
