shelter_id,municipality,shelter_name,address,manual_latitude,manual_longitude,coordinate_source,source_file,source_sha256
web:a8686c9b3a353a1462ae,熊本市,水前寺競技場【ペット避難場所】,熊本市中央区水前寺5-23-3,32.79446798,130.7405985,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:68ebba8ceae244e886a8,熊本市,済々黌高校,熊本県熊本市中央区黒髪2丁目22-1,32.81655996,130.7231465,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:ea37c810630367993fe2,熊本市,熊本刑務所,熊本県熊本市中央区渡鹿7丁目12ー1,32.80925751,130.7384538,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:89e66c21ccc929c79f19,熊本市,熊本北高校,熊本市北区兎谷3丁目5-1,32.84134381,130.7470975,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:9db5a91275ae29313c40,熊本市,熊本商業高校,熊本県熊本市中央区神水1丁目1-2,32.78658688,130.7400923,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:e058f968109ebad6cc37,熊本市,熊本大学大江体育館,熊本県熊本市中央区大江本町5-1,32.80723567,130.7282172,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:e1a7830548efc400ddea,熊本市,熊本大学本荘体育館,熊本県熊本市中央区九品寺4丁目24番1号,32.79357186,130.7152586,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:94a671499e0adc80a9c5,熊本市,熊本学園大学,熊本県熊本市中央区大江2丁目5-1,32.80470069,130.728834,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:d54cb7159e4318be2070,熊本市,熊本工業高校,熊本県熊本市中央区上京塚町5-1,32.79243559,130.7471977,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:d0c8a16c421a63c43297,熊本市,熊本武道館,熊本県熊本市中央区水前寺5丁目23ー2,32.79317672,130.7389561,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:271878f9cb57268137a0,熊本市,熊本県立大学,熊本市東区月出3丁目1-100,32.8058545,130.7644745,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:7d8be1d34b09c1571fcf,熊本市,熊本県立総合体育館,熊本県熊本市西区上熊本1丁目9-28,32.81450868,130.7016478,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:0d414b9d9107783208a9,熊本市,熊本西高校,熊本市西区城山大塘5丁目5-15,32.7826862,130.6490762,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:26e35ed650bd8fb7ebc9,熊本市,熊本駅周辺帰宅困難者対策本部,熊本市西区春日2丁目10-1,32.7862315,130.6885114,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:37ecdf0ff34eabd36f40,熊本市,第二高校,熊本市東区東町3丁目13-1,32.78185078,130.766892,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:358b261636aac271b1ce,熊本市,西部環境工場,熊本県熊本市西区城山薬師2丁目12-1,32.77398741,130.6464445,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:d5a14b498c66f011dfe0,熊本市,錦ヶ丘中学校,熊本県熊本市東区錦ヶ丘22-1,32.790893,130.756954,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:41ab9cc84725ed39e0d6,玉東町,玉東町役場,熊本県玉名郡玉東町木葉759,32.91891185,130.6281831,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:05f304ae849ce5e5df0e,甲佐町,甲佐町総合保健福祉センター(鮎緑),甲佐町豊内619,32.64943407,130.809801,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:fca9bef15fe293a50d8c,甲佐町,甲佐町農業研修センター(ろくじ館),熊本県上益城郡甲佐町豊内719-2,32.65062307,130.8113328,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:064fdd1deeb7e38c7d57,甲佐町,船津地区河川防災ステーション,熊本県上益城郡甲佐町有安771-62,32.66347152,130.8046274,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:31a1d8bf51dfa60ccbaf,菊池市,旭志公民館,菊池市旭志小原241,32.94549452,130.8548344,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:800711b2a96d7aa91b26,菊池市,菊池市生涯学習センター,菊池市隈府872,32.97901737,130.8145388,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
