snapshot_date_jst,retrieved_at_jst,source_updated_at_text,source_updated_at_jst,shelter_id,web_shelter_id,municipality,shelter_name,opening_status,is_open,congestion_status,evacuee_count,address,route_search,change_type,previous_opening_status,previous_congestion_status,previous_evacuee_count,source_url,record_hash,raw_row_json,reference_match_status,reference_match_method,reference_match_score,reference_match_count,reference_no,reference_common_id,reference_common_ids,reference_facility_name,reference_address,reference_same_address_as_emergency_site,reference_other_mayor_matters,reference_accepted_persons,reference_latitude,reference_longitude,reference_all_coordinates_json,reference_notes,reference_rows_json,reference_candidates_json,reference_source_file,reference_source_sha256,change_details,portal_shelter_id,portal_capacity_persons,portal_capacity_raw,capacity_source,capacity_acquired_at_jst,capacity_match_status,capacity_match_method,capacity_match_score,portal_latitude,portal_longitude,manual_latitude,manual_longitude,manual_geocode_status,manual_geocode_method,manual_geocode_source_file,manual_geocode_source_sha256,latitude,longitude,coordinate_source,coordinate_method,coordinate_status
2026-09-02,2026-09-02T03:25:09+09:00,26/09/02 03:25時点の避難所状況の一覧です。,2026-09-02T03:25+09:00,web:78670aceb0f1a33db766,78670aceb0f1a33db766,八代市,代陽コミュニティセンター,開設,true,---,,八代市西松江城町2-18,検索,congestion_changed,開設,平常,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,ddd886dbfc57a2399ff6392d0d9c52d864aceb97bf300246eaa52d2f22d70d13,"{""ルート検索"": ""検索"", ""住所"": ""八代市西松江城町2-18"", ""市町村"": ""八代市"", ""混雑状況"": ""---"", ""避難所名"": ""代陽コミュニティセンター"", ""開設状況"": ""開設""}",unmatched,fuzzy_below_threshold,0.781,0,,,,,,,,,,,[],,[],"[{""NO"": ""1238"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県八代市泉町栗木5866"", ""備考"": """", ""共通ID"": ""E4320200081111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""泉コミュニティセンター"", ""経度"": ""130.808105877186"", ""緯度"": ""32.5457986916214""}, {""NO"": ""1217"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県八代市古城町2259"", ""備考"": """", ""共通ID"": ""E4320200033111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""麦島コミュニティセンター"", ""経度"": ""130.5926186"", ""緯度"": ""32.49742503""}, {""NO"": ""1224"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県八代市昭和明徴町730-1"", ""備考"": """", ""共通ID"": ""E4320200054111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""昭和コミュニティセンター"", ""経度"": ""130.6036164"", ""緯度"": ""32.55967579""}]",reference/43000_1.csv,a04f16cf2e53aec5caadda9c0d925342964483a45870933ec9882c48e957ea60,混雑状況: 平常 -> ---,00000694,200,200,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.507089,130.597324,32.50711793,130.597334,matched,manual_shelter_id,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c,32.50711793,130.597334,manual_geocoding,manual_shelter_id,complete
2026-09-02,2026-09-02T03:25:09+09:00,26/09/02 03:25時点の避難所状況の一覧です。,2026-09-02T03:25+09:00,web:04a1d693386241a40f79,04a1d693386241a40f79,八代市,太田郷小学校,開設,true,---,,八代市日置町445,検索,congestion_changed,開設,平常,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,9e957d6effe78470404b4aa10e340478c6b8f0781ef624ec4d16deedfc025daf,"{""ルート検索"": ""検索"", ""住所"": ""八代市日置町445"", ""市町村"": ""八代市"", ""混雑状況"": ""---"", ""避難所名"": ""太田郷小学校"", ""開設状況"": ""開設""}",unmatched,no_candidate,,0,,,,,,,,,,,[],,[],[],reference/43000_1.csv,a04f16cf2e53aec5caadda9c0d925342964483a45870933ec9882c48e957ea60,混雑状況: 平常 -> ---,00000710,1800,1800,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.510321,130.62218,32.50956048,130.6229831,matched,manual_shelter_id,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c,32.50956048,130.6229831,manual_geocoding,manual_shelter_id,complete
2026-09-02,2026-09-02T03:25:09+09:00,26/09/02 03:25時点の避難所状況の一覧です。,2026-09-02T03:25+09:00,web:64ecc73c663a49ce26f2,64ecc73c663a49ce26f2,八代市,第五中学校,開設,true,---,,八代市豊原下町3807,検索,congestion_changed,開設,平常,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,24afa1f2d4e567ac5d4873cf901bfb333b967621886bbc30d24cbb223a502ff3,"{""ルート検索"": ""検索"", ""住所"": ""八代市豊原下町3807"", ""市町村"": ""八代市"", ""混雑状況"": ""---"", ""避難所名"": ""第五中学校"", ""開設状況"": ""開設""}",unmatched,no_candidate,,0,,,,,,,,,,,[],,[],[],reference/43000_1.csv,a04f16cf2e53aec5caadda9c0d925342964483a45870933ec9882c48e957ea60,混雑状況: 平常 -> ---,00000735,580,580,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.483684,130.615509,32.4838707,130.6149008,matched,manual_shelter_id,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c,32.4838707,130.6149008,manual_geocoding,manual_shelter_id,complete
2026-09-02,2026-09-02T03:25:09+09:00,26/09/02 03:25時点の避難所状況の一覧です。,2026-09-02T03:25+09:00,ref:E4320200118111,b1cfa708bd00c1521734,八代市,高田コミュニティセンター,開設,true,---,,八代市本野町505,検索,congestion_changed,開設,平常,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,b43c2900ea0949e4cf13ab21999aca15ac3584dc7f68deef7e1870bf6a57eb0e,"{""ルート検索"": ""検索"", ""住所"": ""八代市本野町505"", ""市町村"": ""八代市"", ""混雑状況"": ""---"", ""避難所名"": ""高田コミュニティセンター"", ""開設状況"": ""開設""}",matched,exact_name_address,1.000,1,1258,E4320200118111,E4320200118111,高田コミュニティセンター,熊本県八代市本野町505,1,,,32.48708486,130.6167216,"[{""共通ID"": ""E4320200118111"", ""経度"": ""130.6167216"", ""緯度"": ""32.48708486""}]",,"[{""NO"": ""1258"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県八代市本野町505"", ""備考"": """", ""共通ID"": ""E4320200118111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""高田コミュニティセンター"", ""経度"": ""130.6167216"", ""緯度"": ""32.48708486""}]",[],reference/43000_1.csv,a04f16cf2e53aec5caadda9c0d925342964483a45870933ec9882c48e957ea60,混雑状況: 平常 -> ---,00000691,200,200,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.487086,130.616723,,,unmatched,manual_no_match,,,32.48708486,130.6167216,gsi_reference,reference_latitude_longitude,complete
