snapshot_date_jst,retrieved_at_jst,source_updated_at_text,source_updated_at_jst,shelter_id,web_shelter_id,municipality,shelter_name,opening_status,is_open,congestion_status,evacuee_count,address,route_search,change_type,previous_opening_status,previous_congestion_status,previous_evacuee_count,source_url,record_hash,raw_row_json,reference_match_status,reference_match_method,reference_match_score,reference_match_count,reference_no,reference_common_id,reference_common_ids,reference_facility_name,reference_address,reference_same_address_as_emergency_site,reference_other_mayor_matters,reference_accepted_persons,reference_latitude,reference_longitude,reference_all_coordinates_json,reference_notes,reference_rows_json,reference_candidates_json,reference_source_file,reference_source_sha256,change_details,portal_shelter_id,portal_capacity_persons,portal_capacity_raw,capacity_source,capacity_acquired_at_jst,capacity_match_status,capacity_match_method,capacity_match_score,portal_latitude,portal_longitude,manual_latitude,manual_longitude,manual_geocode_status,manual_geocode_method,manual_geocode_source_file,manual_geocode_source_sha256,latitude,longitude,coordinate_source,coordinate_method,coordinate_status
2026-08-19,2026-08-19T00:42:38+09:00,26/08/19 00:42時点の避難所状況の一覧です。,2026-08-19T00:42+09:00,refgroup:844852441afde3662cdc,66bd994bb35a74d6d80f,甲佐町,白旗福祉ふれあいセンター,未開設(Web開設一覧に掲載なし),false,,,熊本県甲佐町白旗216-2,,closed;opening_status_changed;congestion_changed;address_changed,開設,平常,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,63de16c821ff2d61773c3c8cdcfb6500f1aeadb046f3e67be7d20cd114027e68,"{""ルート検索"": """", ""住所"": ""熊本県甲佐町白旗216-2"", ""市町村"": ""甲佐町"", ""混雑状況"": """", ""避難所名"": ""白旗福祉ふれあいセンター"", ""開設状況"": ""未開設（Web開設一覧に掲載なし）""}",matched_multiple,exact_name_address,1.000,2,651,E4344400014111,E4344400014111;E4344400014121,白旗福祉ふれあいセンター,熊本県甲佐町白旗216-2,1,,,32.6985188731672,130.787663993273,"[{""共通ID"": ""E4344400014111"", ""経度"": ""130.787663993273"", ""緯度"": ""32.6985188731672""}, {""共通ID"": ""E4344400014121"", ""経度"": ""130.78771678481"", ""緯度"": ""32.698360702641""}]",,"[{""NO"": ""651"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県甲佐町白旗216-2"", ""備考"": """", ""共通ID"": ""E4344400014111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""白旗福祉ふれあいセンター"", ""経度"": ""130.787663993273"", ""緯度"": ""32.6985188731672""}, {""NO"": ""650"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県甲佐町白旗216-2"", ""備考"": """", ""共通ID"": ""E4344400014121"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""白旗福祉ふれあいセンター"", ""経度"": ""130.78771678481"", ""緯度"": ""32.698360702641""}]",[],reference/43000_1.csv,826df538e39b2b9a92263df3923cbb095581fd79ac7a5fb050202dbd899c7c44,開設から未開設または閉鎖へ変化 / 開設状況: 開設 -> 未開設(Web開設一覧に掲載なし) / 混雑状況: 平常 -> (空欄) / 住所: 甲佐町白旗216-2 -> 熊本県甲佐町白旗216-2,00001782,40,40,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.698602,130.787665,,,unmatched,manual_no_match,,,32.6985188731672,130.787663993273,gsi_reference,reference_latitude_longitude,complete
