snapshot_date_jst,retrieved_at_jst,source_updated_at_text,source_updated_at_jst,shelter_id,web_shelter_id,municipality,shelter_name,opening_status,is_open,congestion_status,evacuee_count,address,route_search,change_type,previous_opening_status,previous_congestion_status,previous_evacuee_count,source_url,record_hash,raw_row_json,reference_match_status,reference_match_method,reference_match_score,reference_match_count,reference_no,reference_common_id,reference_common_ids,reference_facility_name,reference_address,reference_same_address_as_emergency_site,reference_other_mayor_matters,reference_accepted_persons,reference_latitude,reference_longitude,reference_all_coordinates_json,reference_notes,reference_rows_json,reference_candidates_json,reference_source_file,reference_source_sha256,change_details,portal_shelter_id,portal_capacity_persons,portal_capacity_raw,capacity_source,capacity_acquired_at_jst,capacity_match_status,capacity_match_method,capacity_match_score,portal_latitude,portal_longitude,manual_latitude,manual_longitude,manual_geocode_status,manual_geocode_method,manual_geocode_source_file,manual_geocode_source_sha256,latitude,longitude,coordinate_source,coordinate_method,coordinate_status
2026-08-22,2026-08-22T00:44:39+09:00,26/08/22 00:44時点の避難所状況の一覧です。,2026-08-22T00:44+09:00,ref:E4320200118111,b1cfa708bd00c1521734,八代市,高田コミュニティセンター,開設,true,平常,,八代市本野町505,検索,congestion_changed,開設,---,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,12eb05728449ea420c9242f3264986e7136547d71a6f978bdbc33d683cd8aa72,"{""ルート検索"": ""検索"", ""住所"": ""八代市本野町505"", ""市町村"": ""八代市"", ""混雑状況"": ""平常"", ""避難所名"": ""高田コミュニティセンター"", ""開設状況"": ""開設""}",matched,exact_name_address,1.000,1,1258,E4320200118111,E4320200118111,高田コミュニティセンター,熊本県八代市本野町505,1,,,32.48708486,130.6167216,"[{""共通ID"": ""E4320200118111"", ""経度"": ""130.6167216"", ""緯度"": ""32.48708486""}]",,"[{""NO"": ""1258"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県八代市本野町505"", ""備考"": """", ""共通ID"": ""E4320200118111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""高田コミュニティセンター"", ""経度"": ""130.6167216"", ""緯度"": ""32.48708486""}]",[],reference/43000_1.csv,826df538e39b2b9a92263df3923cbb095581fd79ac7a5fb050202dbd899c7c44,混雑状況: --- -> 平常,00000691,200,200,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.487086,130.616723,,,unmatched,manual_no_match,,,32.48708486,130.6167216,gsi_reference,reference_latitude_longitude,complete
2026-08-22,2026-08-22T00:44:39+09:00,26/08/22 00:44時点の避難所状況の一覧です。,2026-08-22T00:44+09:00,ref:E4334800009111,19e4f2fa8412e68f0868,美里町,美里町役場中央庁舎会議室,未開設(Web開設一覧に掲載なし),false,,,熊本県美里町馬場1100,,closed;opening_status_changed;congestion_changed;address_changed,開設,平常,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,98f3fc966091d4b0135a9d458202fe840955be7ad6047e24b3251a69070f5275,"{""ルート検索"": """", ""住所"": ""熊本県美里町馬場1100"", ""市町村"": ""美里町"", ""混雑状況"": """", ""避難所名"": ""美里町役場中央庁舎会議室"", ""開設状況"": ""未開設（Web開設一覧に掲載なし）""}",matched,exact_name_address,1.000,1,1270,E4334800009111,E4334800009111,美里町役場中央庁舎会議室,熊本県美里町馬場1100,1,,,32.639618288469,130.788889928004,"[{""共通ID"": ""E4334800009111"", ""経度"": ""130.788889928004"", ""緯度"": ""32.639618288469""}]",,"[{""NO"": ""1270"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県美里町馬場1100"", ""備考"": """", ""共通ID"": ""E4334800009111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""美里町役場中央庁舎会議室"", ""経度"": ""130.788889928004"", ""緯度"": ""32.639618288469""}]",[],reference/43000_1.csv,826df538e39b2b9a92263df3923cbb095581fd79ac7a5fb050202dbd899c7c44,開設から未開設または閉鎖へ変化 / 開設状況: 開設 -> 未開設(Web開設一覧に掲載なし) / 混雑状況: 平常 -> (空欄) / 住所: 美里町馬場1100 -> 熊本県美里町馬場1100,00001421,100,100,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.639705,130.788801,,,unmatched,manual_no_match,,,32.639618288469,130.788889928004,gsi_reference,reference_latitude_longitude,complete
2026-08-22,2026-08-22T00:44:39+09:00,26/08/22 00:44時点の避難所状況の一覧です。,2026-08-22T00:44+09:00,ref:E4334800005111,4c0a7abd36ee171ffb6b,美里町,美里町役場砥用庁舎会議棟,未開設(Web開設一覧に掲載なし),false,,,熊本県美里町三和420,,closed;opening_status_changed;congestion_changed;address_changed,開設,平常,,https://portal.bousai.pref.kumamoto.jp/sp.html?p=evacuation%2Fshelter&l=15-0&ll=32.63819999999999%2C130.77610000000004&z=9&municipalityCd=430005,95de214cdc543538944d641894bc55858c676fd1fcebd5e1e14e7cad95e6a454,"{""ルート検索"": """", ""住所"": ""熊本県美里町三和420"", ""市町村"": ""美里町"", ""混雑状況"": """", ""避難所名"": ""美里町役場砥用庁舎会議棟"", ""開設状況"": ""未開設（Web開設一覧に掲載なし）""}",matched,exact_name_address,1.000,1,1267,E4334800005111,E4334800005111,美里町役場砥用庁舎会議棟,熊本県美里町三和420,1,,,32.6219793763062,130.868678310755,"[{""共通ID"": ""E4334800005111"", ""経度"": ""130.868678310755"", ""緯度"": ""32.6219793763062""}]",,"[{""NO"": ""1267"", ""その他市町村長が必要と認める事項"": """", ""住所"": ""熊本県美里町三和420"", ""備考"": """", ""共通ID"": ""E4334800005111"", ""受入対象者"": """", ""指定緊急避難場所との住所同一"": ""1"", ""施設・場所名"": ""美里町役場砥用庁舎会議棟"", ""経度"": ""130.868678310755"", ""緯度"": ""32.6219793763062""}]",[],reference/43000_1.csv,826df538e39b2b9a92263df3923cbb095581fd79ac7a5fb050202dbd899c7c44,開設から未開設または閉鎖へ変化 / 開設状況: 開設 -> 未開設(Web開設一覧に掲載なし) / 混雑状況: 平常 -> (空欄) / 住所: 美里町三和420 -> 熊本県美里町三和420,00001422,100,100,kumamoto_portal_map,2026-08-01T00:28:20+09:00,matched,exact_municipality_name_address,1.000,32.621701,130.868762,,,unmatched,manual_no_match,,,32.6219793763062,130.868678310755,gsi_reference,reference_latitude_longitude,complete
